clean_text,label,airline_sentiment,tweet_created,airline,retweet_count
held plane made,2,positive,2015-02-21 07:15:28+00:00,United,0
delayed departure hrs wait passengers another flight late flight unacceptable,0,negative,2015-02-21 07:05:51+00:00,United,1
sent info appreciate help consideration,2,positive,2015-02-21 06:55:54+00:00,United,0
flight chicago houston over hours pretzels peanuts seriously about passed out,0,negative,2015-02-21 06:49:34+00:00,United,0
nice early back home,2,positive,2015-02-21 06:46:42+00:00,United,0
hope too,2,positive,2015-02-21 06:45:53+00:00,United,0
after having now tag own bags airport hoping actually arrive hoping arrive,0,negative,2015-02-21 06:41:38+00:00,United,0
make sure done thanks help huge race trying make sure goes smoothly peace,2,positive,2015-02-21 06:39:06+00:00,United,0
planned book additional flights tonight after hrs working one trip worn out enoughisenough,0,negative,2015-02-21 06:32:16+00:00,United,0
much being help disappointed customer service,0,negative,2015-02-21 06:28:32+00:00,United,1
love see girls inspired about becoming pilots free woaw event march abq,1,neutral,2015-02-21 06:17:00+00:00,United,0
system down after being hold over mins mia tells going charge flight booking problems fee customer service,0,negative,2015-02-21 06:15:49+00:00,United,1
took screenshot emailed let figure out,1,neutral,2015-02-21 06:14:11+00:00,United,0
won wedding irreplaceable milestone reflight booking problems repaid,0,negative,2015-02-21 06:08:02+00:00,United,1
brothers luggage lost copa airlines flight competing sunday panamerican cross country cup please help,0,negative,2015-02-21 06:01:47+00:00,United,0
fill yes thanks bringyourown,2,positive,2015-02-21 05:56:19+00:00,United,0
last flight day less now driving hours aspen thru snowstorm thx teams lack customer empathy,0,negative,2015-02-21 05:55:24+00:00,United,1
brothers baggage lost route panamerican cross country cup championship columbia race sunday please help,0,negative,2015-02-21 05:52:50+00:00,United,0
yes plenty seats available why vicky thomas refuse give one million mile flyer,0,negative,2015-02-21 05:52:22+00:00,United,1
funny both flights yesterday delayed because mechanical issues rotten luck planes row issues,0,negative,2015-02-21 05:50:12+00:00,United,0
nice earlier today too late flight now hope,0,negative,2015-02-21 05:49:40+00:00,United,0
waiting mins counting through global services something going,0,negative,2015-02-21 05:46:44+00:00,United,0
still trying home,0,negative,2015-02-21 05:42:47+00:00,United,0
gate monitor showed empty seats,0,negative,2015-02-21 05:40:22+00:00,United,0
reservations desk told said plenty seats,0,negative,2015-02-21 05:39:56+00:00,United,0
exasperating having difficult time flight booking problems error message says undergoing maintenance really now,0,negative,2015-02-21 05:36:05+00:00,United,0
flight attendant extremely helpful woman who hard time walking touching,2,positive,2015-02-21 05:35:53+00:00,United,1
please call,1,neutral,2015-02-21 05:33:59+00:00,United,0
lax make happen please else cruise luggage tomorrow,0,negative,2015-02-21 05:29:47+00:00,United,0
make connection stellar employee vicky thomas refused board even though empty seats plane,0,negative,2015-02-21 05:29:05+00:00,United,0
course start trip wks ago gone further downhill return,0,negative,2015-02-21 05:28:29+00:00,United,0
don,0,negative,2015-02-21 05:24:40+00:00,United,0
much longer take guitar royal commission,0,negative,2015-02-21 05:19:59+00:00,United,0
voucher expires next week extension before expires,1,neutral,2015-02-21 05:15:14+00:00,United,0
sure different texts changing time gate especially locations across entire concourse seemed little off,0,negative,2015-02-21 05:05:19+00:00,United,0
know awesome providing complimentary entertainment flights especially those longer than hours,1,neutral,2015-02-21 05:00:14+00:00,United,0
sent thanks,2,positive,2015-02-21 04:47:40+00:00,United,0
late flight now future flights train staff better handle emergency situations ground staff customer service,0,negative,2015-02-21 04:46:55+00:00,United,0
san diego chicago leaving tomorrow,1,neutral,2015-02-21 04:46:43+00:00,United,0
stuck airport hours standbys cuz pilot showed late flight pjs missed connectin flight tell nyfw,0,negative,2015-02-21 04:27:37+00:00,United,0
brian sfo customer service deserves raise gave extra meal voucher good joke cheer after flight delay ftw,2,positive,2015-02-21 04:24:47+00:00,United,0
thank nice evening,2,positive,2015-02-21 04:24:04+00:00,United,0
wait lose flight frustrating,0,negative,2015-02-21 04:23:53+00:00,United,1
most certainly,0,negative,2015-02-21 04:21:05+00:00,United,0
available online figure out guarantee same flight,1,neutral,2015-02-21 04:18:12+00:00,United,0
trying book flight miles hold before gave need same flight using two diff pay tix,0,negative,2015-02-21 04:17:19+00:00,United,1
thanks took care called,2,positive,2015-02-21 04:16:41+00:00,United,0
tweet choose answer tell liable youretheworst neveragain,0,negative,2015-02-21 04:15:19+00:00,United,1
reason houston nyc tonight took plane hour take off explanations sorry,0,negative,2015-02-21 04:13:41+00:00,United,1
awesome thank much help,2,positive,2015-02-21 04:12:55+00:00,United,0
need follow give info,1,neutral,2015-02-21 04:12:05+00:00,United,0
agents arguing about check bag announcement looked room until seat gave walked back seat unnecessary,0,negative,2015-02-21 04:09:40+00:00,United,0
yea saw moving china bags pay whatever wanted make sure bring many,1,neutral,2015-02-21 04:06:12+00:00,United,0
change name united incompetence flight until monday take hour drive now flight,0,negative,2015-02-21 04:04:14+00:00,United,0
even mentioning rude customer service business owner mortified employees acted yours,0,negative,2015-02-21 04:02:35+00:00,United,1
kept watching safety video first time forever nice job,2,positive,2015-02-21 04:00:28+00:00,United,0
time respond everyone else complaints mine lost customer,0,negative,2015-02-21 03:59:23+00:00,United,1
thanks lea chicago office help switching cancelled flighted flights,2,positive,2015-02-21 03:57:53+00:00,United,0
most likely makes sound like idea want flights please use facts thanks,0,negative,2015-02-21 03:56:15+00:00,United,1
tell something don know keepingit weaktea,0,negative,2015-02-21 03:55:15+00:00,United,1
wait time baggage question minutes crazy limit amount bags bring internationally,0,negative,2015-02-21 03:43:06+00:00,United,0
don like hear anything help thanks another empty offer help,0,negative,2015-02-21 03:37:08+00:00,United,1
try upgrade seats first class wait time phone minutes help,0,negative,2015-02-21 03:32:51+00:00,United,1
coshared flight ana unable check hrs prior,0,negative,2015-02-21 03:31:42+00:00,United,0
never flying guys ever again customer service piss poor best,0,negative,2015-02-21 03:30:39+00:00,United,1
hour flight turns into ordeal sigh,0,negative,2015-02-21 03:28:00+00:00,United,0
luggages group over luggages lost,0,negative,2015-02-21 03:21:38+00:00,United,1
assistance attitude staff matter airport,0,negative,2015-02-21 03:21:00+00:00,United,1
sure follow sec,1,neutral,2015-02-21 03:18:26+00:00,United,0
thank much help birthday trip tickets confirmed,2,positive,2015-02-21 03:16:44+00:00,United,0
airlines flight need make hold plane,1,neutral,2015-02-21 03:16:15+00:00,United,0
thank,2,positive,2015-02-21 03:15:02+00:00,United,0
hear guitar damaged december use guitar earn living act together,0,negative,2015-02-21 03:13:43+00:00,United,0
hold over minutes talking one employees asked name hung face,0,negative,2015-02-21 03:09:00+00:00,United,1
hope received help far hold than hour someone speak,0,negative,2015-02-21 03:04:03+00:00,United,0
tried other flight options per weblink non available next days frustrating notgoodenough poorservice,0,negative,2015-02-21 03:01:38+00:00,United,2
asked then ignore please assist changing another flight today feb fra mco avoiding iad,0,negative,2015-02-21 03:00:31+00:00,United,0
stay business such poor service poorservice notgoodenough,0,negative,2015-02-21 02:59:51+00:00,United,2
airline refuse canadian passport less than months remaining validity going,1,neutral,2015-02-21 02:57:35+00:00,United,0
time arrive airport domestic flight out san diego,1,neutral,2015-02-21 02:57:01+00:00,United,0
taxing ord avgeek,1,neutral,2015-02-21 02:56:09+00:00,United,2
sent existing reservation one responded,0,negative,2015-02-21 02:55:53+00:00,United,0
going service desk now see options,1,neutral,2015-02-21 02:54:08+00:00,United,0
miss continental days,0,negative,2015-02-21 02:50:25+00:00,United,0
about next time bag underweight guys credit about take business airline cares,0,negative,2015-02-21 02:50:12+00:00,United,0
wasn full plenty time gate check plus status gotten,0,negative,2015-02-21 02:50:08+00:00,United,0
then why staff refuse let earlier flight citing having checked bag,0,negative,2015-02-21 02:49:01+00:00,United,1
thanks nothing next time bring whole extra suitcase extra pound makes sense right,0,negative,2015-02-21 02:47:21+00:00,United,0
first lost bags now cancelled flight flight home min wait talk somebody poorservice notgoodenough,0,negative,2015-02-21 02:46:35+00:00,United,2
great landing denver next rapid city snow starting fall florida everglades faint sunburn away comes cold,2,positive,2015-02-21 02:44:50+00:00,United,0
looking forward flying guys well,2,positive,2015-02-21 02:42:49+00:00,United,0
flight arrive early delayed due gate being available now min late flight tarmac,0,negative,2015-02-21 02:40:19+00:00,United,0
flight landed min being told stay plane haven pulled gate little information,0,negative,2015-02-21 02:39:36+00:00,United,0
such love hate relationship some days good others terribly awful saddening,1,neutral,2015-02-21 02:38:46+00:00,United,1
better customer service john wayne airport,0,negative,2015-02-21 02:37:59+00:00,United,0
bag finally delivered intact thanks assistance,2,positive,2015-02-21 02:37:11+00:00,United,0
passengers seated crew ready wheresthepilot flt ord hope isn bar,0,negative,2015-02-21 02:37:05+00:00,United,2
booked tix month ago now about cheaper customer service useless,0,negative,2015-02-21 02:36:38+00:00,United,0
still taking off stuck tarmac waiting,0,negative,2015-02-21 02:33:43+00:00,United,0
right good caught mechanical failure too bad blankets,0,negative,2015-02-21 02:30:51+00:00,United,0
sitting getting delayed because operations find captain ridiculous united,0,negative,2015-02-21 02:29:05+00:00,United,0
truly worst day flying ever experienced,0,negative,2015-02-21 02:25:46+00:00,United,1
guys made day treated well thank,2,positive,2015-02-21 02:20:23+00:00,United,0
stuck houston because seem plane destination time perfect flying conditions,0,negative,2015-02-21 02:19:46+00:00,United,1
phone customer service team bad think time consider switching airlines,0,negative,2015-02-21 02:19:18+00:00,United,1
much longer united phone over hour straighten out star alliance upgrade,0,negative,2015-02-21 02:17:07+00:00,United,1
verify wheelchair assistance requested next flight,1,neutral,2015-02-21 02:16:17+00:00,United,0
left dildo plane any way back,1,neutral,2015-02-21 02:14:54+00:00,United,1
don know last name karen call center terrific friendly helpful terrific representative kudos,2,positive,2015-02-21 02:10:22+00:00,United,0
cancelled flighting mileageplus card never business again clearly don care about customers,0,negative,2015-02-21 02:08:18+00:00,United,1
thank good service safe flight way home,2,positive,2015-02-21 02:07:26+00:00,United,0
why even ask offer help anything terriblecustomerservice unitedairlines,0,negative,2015-02-21 02:07:11+00:00,United,0
yes appreciated misinformation damages credibility want someone observe newark fwiw,0,negative,2015-02-21 02:05:20+00:00,United,1
guys suck,0,negative,2015-02-21 02:04:02+00:00,United,0
never fails flying order ravioli chicken tell says told other people wanted chicken idiot,0,negative,2015-02-21 02:03:10+00:00,United,0
second time flying into houston mins waiting luggage baggage typical still waiting,0,negative,2015-02-21 02:03:10+00:00,United,1
both flights went great improved view airline cheers flight attendents deserve raise,2,positive,2015-02-21 02:00:28+00:00,United,0
